Name,Image,Icon,Species,Personality,Gender,Default Catchphrase,Default Top,Default Umbrella,Birthday,Fav Fashion,Least Fav Fashion,Fav Color,Coffee,Fav Saying,Move-In Type,Wallpaper,Floor,House Song,House Model,Furniture,RV Song,RV Items,RV Description,Skill,Skill ID,Goal,Goal ID,Siblings,Siblings ID,Notes,Name (English EU),Name (Japanese),Name (Spanish NA),Name (Spanish EU),Name (French NA),Name (French EU),Name (German),Name (Italian),Name (Korean),Catchphrase (English EU),Catchphrase (Japanese),Catchphrase (Spanish NA),Catchphrase (Spanish EU),Catchphrase (French NA),Catchphrase (French EU),Catchphrase (German),Catchphrase (Italian),Catchphrase (Korean),Version Added,Hex ID (1.0),Hex ID (1.4),Internal ID,New To Series
Étoile,,,Sheep,Normal,Female,fuzzy,Kiki and Lala outfit,ribbon umbrella,December 25,cute,basic,pink,,Who knows what the stars have in store for us?,RV invitation,Kiki and Lala wall,Kiki and Lala floor,K.K. Lullaby,5,Kiki and Lala bed;mermaid shelf;cloud-making machine;Kiki and Lala sofa;Kiki and Lala table;marshmallow chair (Light beige);princess cage;mermaid vanity;Kiki and Lala clock;,K.K. Lullaby,Kiki and Lala wall;Kiki and Lala floor;Kiki and Lala outfit;Kiki and Lala dress;Kiki and Lala socks;Kiki and Lala shoes;Kiki and Lala pin;Kiki and Lala wand;Kiki and Lala clock;cloud-making machine;Kiki and Lala bed;Kiki and Lala sofa;Kiki and Lala table,"Inspired by Kiki and Lala, Étoile wants to make the world a better place. Of course, first she has to actually SEE the world. Hence the camper.",handiwork,c09,interior designer,c09,older twin sister,f02,,-,エトワール,Etoile,Etoile,Étoile,Étoile,Etoile,Étoile,에뜨와르,-,ふわもこ,kikilala,kikilala,mohair,mohair,kikilala,ovinin,폭신폭신,1.4,-,0168,shp14,Yes
Peanut,,,Squirrel,Peppy,Female,slacker,beatnik tee,ribbon umbrella,June 8,cute,historical,red,,Never take a nibble when you can take a bite.,Starter,parlor wall,dotted rug,K.K. Salsa,5,lovely bed (Lovely pink - Lovely pink);blue table (Blue - Yellow);hi-fi stereo;blue bench (Blue);lovely kitchen (Lovely pink);bromeliaceae;game shelf (Pink);retro fridge;minimalist minitable (Ivory);blue chair (Blue);red tulips;microwave;ventilation fan;lovely wall clock (Lovely pink);,-,-,-,hula dancing,f38,model,f0E,middle triplet,f05,,-,ももこ,Belinda,Belinda,Rachida,Rachida,Paulina,Rachele,핑키,-,なのよ,almendrita,almendrita,noisette,noisette,faulenzer,sgronch,거얌,1.0,012F,0169,squ00,No
Blaire,,,Squirrel,Snooty,Female,nutlet,peachy tee,candy umbrella,July 3,official,flashy,orange,,Practice makes perfect.,Starter,wood paneling,charcoal tile,K.K. Island,0,ranch table (Natural);cabana screen (Plain);claw-foot tub (White);ranch couch (Natural);flat-screen TV;soda case;phonograph;cabana lamp (Plain);fan palm;ranch armchair (Natural);aroma pot (Brown);tea set;ventilation fan;air conditioner;,-,-,-,calligraphy,f3D,doctor,f04,fourth of 5 kids,f1C,,-,シルエット,Azabache,Azabache,Cachou,Cachou,Klara,Ghianda,실루엣,-,ふふん,bayita,bayita,coquille,coquille,knack,scrick,헤헤헤,1.0,0130,016A,squ01,No
Filbert,,,Squirrel,Lazy,Male,bucko,checkered tee,daisy umbrella,June 3,basic,ornate,green,,Don't go nuts or anything.,Starter,lunar horizon,robo-floor,Two Days Ago,5,star projector;robo-bed (White robot);robo-sofa (White robot);space shuttle;satellite;asteroid;robo-stereo (White robot);stripe lamp (Blue stripe - Blue stripe);mini dinkoid;tall quazoid;star globe;,-,-,-,vaulting,m12,pilot,m26,youngest quadruplet,m13,,-,リッキー,Filberto,Filberto,Filibert,Filibert,Felix,Scriccio,리키,-,でしゅ,guirlache,guirlache,gogo,gogo,manno,gnic gnic,예용,1.0,0131,016B,squ02,No
Pecan,,,Squirrel,Snooty,Female,chipmunk,red-check tee,elegant umbrella,September 10,official,sporty,red,,Promises are like pie crusts— they're made to be broken.,Starter,regal wall,stone tile,Café K.K.,0,regal bed (Royal yellow);regal table (Royal yellow - Royal yellow);regal bookcase (Royal yellow);hi-fi stereo;regal sofa (Royal yellow);regal vanity (Royal yellow);marshmallow chair (Light beige);aloe;red tulips;tea set;regal wall lamp (Royal yellow);,-,-,-,forgetting stuff,f29,translator,f24,older twin sister,f02,,-,レベッカ,Camila,Camila,Pécan,Pécan,Noisette,Nocina,레베카,-,つんっ,piñoncito,piñoncito,fouloulou,fouloulou,spatzl,cipì,쯧쯧,1.0,0132,016C,squ03,No
Nibbles,,,Squirrel,Peppy,Female,niblet,watermelon tee,sunny parasol,July 19,cute,rock 'n' roll,brown,,"Appearances are, like, totally deceiving.",Starter,citrus wall,green rug,K.K. Technopop,5,pine table (Green);gold stereo;tennis table;mountain bike (Green and yellow);pineapple bed;lemon table;pine chair;dracaena;juicy-apple TV (Red apple);mega sproid;shaved-ice maker;sunflower;cuckoo clock;,-,-,-,juggling,f1A,journalist,f0A,eldest of 9 kids,f26,,-,ガリガリ,Dentina,Dentina,Lola,Lola,Knuspi,Rododea,그리미,-,ガジガジ,bellotita,bellotita,nunuche,nunuche,knusper,truciolo,송송,1.0,0133,016D,squ04,No
Agent S,,,Squirrel,Peppy,Female,sidekick,No. 2 shirt,blue umbrella,July 2,sporty,historical,black,,You gotta put the pedal to the metal!,Starter,lab wall,basement floor,DJ K.K.,1,blue corner;clothesline pole (White shirt);ringside table (Beige);boxing mat (Blue);claw-foot tub (White);drip pail;clothes closet;oil barrel (Green);speed bag;CD player;TV with VCR;dandelions;small spotlight (Yellow);LED display (Star);,-,-,-,limboing,f13,dancer,f06,youngest of 2 kids,f0A,,-,2ごう,Fardilia,Fardilia,Ninjette,Ninjette,Karin,Agente S,２호,-,せいやっ,piñita,piñita,poto,poto,strampl,spalla,흠냐,1.0,0134,016E,squ05,No
Caroline,,,Squirrel,Normal,Female,hulaaaa,gelato tee,beach umbrella,July 15,cute,iconic,colorful,,New brooms sweep clean.,Starter,tropical vista,Saharah's desert,DJ K.K.,1,ball catcher (Plain brown ball);volleyball net;volleyball net;volleyball net;volleyball net;scoreboard;lawn chair (Blue);cassette player (Red);water cooler;lawn chair (Blue);,-,-,-,shadow puppetry,f17,volleyball player,f11,second of 4 sisters,f16,,-,キャロライン,Mariló,Mariló,Isabelle,Isabelle,Ricarda,Carolina,캐롤라인,-,ユー,ulaaaa,ulaaaa,houlaaaa,houlaaaa,hulaaaa,ehilaaà,휴,1.0,0135,016F,squ06,No
Sally,,,Squirrel,Normal,Female,nutmeg,icy shirt,petal parasol,June 19,official,flashy,yellow,,Even the smallest acorn may grow into the tallest tree.,Starter,citrus wall,tent rug,K.K. Fusion,5,classic bed (Brown - White);green dresser (Middle green - Orange);green counter (Middle green);hi-fi stereo;classic buffet (Brown - Brown);snake plant;common chair (Green);minimalist lamp (Ivory);common chair (Green);juicy-apple clock (Red apple);gerbera;Baby bear (Blank);tea set;green wall clock (Middle green - Orange);,-,-,-,blowing bubbles,f19,chef,f21,youngest of 6 kids,f23,,-,ララミー,Praliné,Praliné,Damia,Damia,Hanne,Rossella,라라미,-,ったら,ramita,ramita,tac,tac,muskat,nocciolina,까꿍,1.0,0136,0170,squ07,No
Static,,,Squirrel,Cranky,Male,krzzt,melon tee,yellow umbrella,July 9,rock 'n' roll,cute,black,,Lightning never strikes twice.,Starter,concrete wall,hopscotch floor,Surfin' K.K.,2,modern bed (Monochromatic - Modern plaid);modern desk (Monochromatic);gold stereo;modern sofa (Monochromatic);mountain bike (Green and yellow);mini bowtoid;tall bowtoid;metal guitar (Cosmos black);electric guitar (Fire red);rock guitar (Emerald green);round mini cactus;modern wall clock (Monochromatic);LED display (Star);,-,-,-,backflips,m36,guitarist,m2B,eldest of 8 kids,m25,,-,スパーク,Protón,Protón,Électro,Électro,Rudolf,Protone,스파크,-,ピカッ,avería,avería,krzzt,krzzt,krazz,sguscio,콰광,1.0,0137,0171,squ08,No
Mint,,,Squirrel,Snooty,Female,ahhhhhh,gumdrop tee,lacy parasol,May 2,official,flashy,blue,,Always lead by example.,Starter,green wall,birch flooring,K.K. Soul,3,large alpine table (Natural - Nature);Gracie chest;retro stereo;blue bench (Blue);alpine bed (Natural - Nature);dracaena;blue clock (Blue);yellow pansies;CD shelf;blue dresser (Blue);humidifier (White);Baby bear (Blank);alpine panel (Nature);display shelf;,-,-,-,cramming for tests,f30,architect,f05,second of 4 kids,f12,,-,ミント,Menta,Menta,Amande,Amande,Marika,Mentulla,민트,-,うっふん,bichito,bichito,ahhhhhh,ahhhhhh,knabber,squercia,우훗,1.0,0138,0172,squ09,No
Ricky,,,Squirrel,Cranky,Male,nutcase,three-ball tee,flame umbrella,September 14,iconic,ornate,aqua,,You gotta break a few shells to get to the nut.,Starter,cabin wall,old board floor,K.K. Western,1,cabin table (Normal tree - Normal);cabin bed (Normal tree - Normal);fireplace;cabin bookcase (Normal tree - Normal);watering trough;desert cactus;wooden box;cabin chair (Normal tree);folk guitar;potbelly stove;outback hat;cassette player (Red);vintage radio;cabin wall clock (Normal tree);,-,-,-,making faces,m32,detective,m1C,eldest of 10 kids,m27,,-,カジロウ,Altramuz,Altramuz,Rocky,Rocky,Ronny,Sberlo,갈가리,-,キッ,cáscaras,cáscaras,dingo,dingo,knorz,nocciola,사각사각,1.0,0139,0173,squ10,No
Cally,,,Squirrel,Normal,Female,WHEE,ladybug tank,eggy parasol,September 4,official,sporty,green,,It's always teatime somewhere.,Starter,modern wood wall,round carpet,K.K. Love Song,5,harpsichord;large alpine table (Natural - Nature);simple love seat (Red);modern wood table (Standard);modern wood bed (Standard - Tree);modern wood lamp (Standard);modern wood TV (Standard);red pansies;modern wood stool (Standard);violin;cloche hat;K.K. Love Song;modern wood clock (Standard);display shelf;,-,-,-,whistling,f05,professor,f1D,eldest of 4 sisters,f15,,-,パセリ,Almendra,Almendra,Célia,Célia,Hörnchen,Rosa,파슬리,-,ララー,macadamia,macadamia,yeeeees,yeeeees,huiii,SCRUNCH,랄랄라,1.0,013A,0174,squ11,No
Tasha,,,Squirrel,Snooty,Female,nice nice,shearling coat,elegant umbrella,November 30,cute,historical,green,,There's no such thing as a safe secret.,Move-in,floral wall,modern wood flooring,K.K. Disco,5,Papa bear (Blank);glass partition;glass partition;ivy partition (Brown);large magazine rack;salon mirror stand;beauty-salon cart (White);salon chair (White);metal-and-wood table;basket chair (Natural brown - White);fruit drink (Orange juice);pitcher plant;,K.K. Disco,floral wall;modern wood flooring;basket chair (Natural brown - White);salon mirror stand;rolling closet;metal-and-wood table;ivy partition (Brown);salon chair (Red);small magazine rack;beauty-salon cart (White);fruit drink (Iced tea),"An aspiring beautician, Tasha offers free makeovers in her camper van. Just remember, though—you generally get what you pay for...",photography,f3E,hairstylist,f07,third of 4 kids,f13,,-,ナターシャ,Tania,Tania,Nadeige,Nadeige,Natalja,Teresa,나타샤,-,やるわね,pincel,pincel,ptigri,ptigri,tjaja,munch,굿굿,1.4,-,0175,squ13,No
Sylvana,,,Squirrel,Normal,Female,hubbub,kiwi tee,leaf umbrella,October 22,cute,rock 'n' roll,white,,Remember to see the forest between the trees.,Move-in,blue wall,wooden-deck floor,Spring Blossoms,5,kitchen island;counter table (Casual);cafeteria table (Green);zen chair (Light wood - Adzuki bean);zen chair (Light wood - Adzuki bean);sample case (Black);cutting-board set;water pot (Red);set lunch (Grilled-fish meal);donburi (Fish);ventilation fan;hospital TV;,Spring Blossoms,blue wall;wooden-deck floor;counter table (Zen);sample case (Black);cafeteria table (Green);zen chair (Light wood - Adzuki bean);zen chair (Light wood - Adzuki bean);water pot (Red);donburi (Fish);udon soup;set lunch (Grilled-fish meal),"Sylvana loves cooking and aspires to be the chef at her own country kitchen someday. For now, she'll have to settle  for a campground kitchen.",doodling,f3B,superhero,f27,eldest of 4 sisters,f15,,-,もんぺ,Silvana,Silvana,Mounia,Mounia,Maren,Silvana,실바나,-,ひゅん,caldito,caldito,grignote,grignote,jammi,sgranocc,퓨우,1.4,-,0176,squ14,No
Poppy,,,Squirrel,Normal,Female,nutty,rally tee,mint umbrella,August 5,modern,flashy,green,,It's all about positive thinking!,Starter,groovy wall,plush carpet,K.K. Lullaby,4,classic bed (Brown - White);retro stereo;old sewing machine;classic sofa (Brown);classic buffet (Brown - Brown);exotic lamp (White and orange);weeping fig;rocking chair;dark polka tee;lite polka tee;tea set;classic wall shelf (Brown);corkboard (Footprint);,-,-,-,making budgets,f3A,stylist,f18,youngest of 5 kids,f1D,,-,グミ,Encina,Encina,Irène,Irène,Trita,Granella,다람,-,デス,albricias,albricias,scratchy,scratchy,nussi,squittole,도톨도톨,1.0,013B,0177,squ15,No
Sheldon,,,Squirrel,Jock,Male,cardio,tiger jacket,forest umbrella,February 26,rock 'n' roll,modern,orange,,"Winners don't quit, and quitters never win.",Starter,autumn wall,planked tatami,K.K. Folk,5,hearth;tree standee;tree standee;screen;tall lantern;raccoon figurine (Brown);hibachi;paper lantern;tape deck;,-,-,-,making puns,m2F,mayor,m18,fourth quintuplet,m1C,,-,クリス,Matracas,Matracas,Roy,Roy,Steffen,Frugolo,크리스,-,クリクリ,zasca,zasca,noisette,toutouffe,hoppi,flash,땡글땡글,1.0,013C,0178,squ16,No
Marshal,,,Squirrel,Smug,Male,sulky,denim jacket,mint umbrella,September 29,ornate,flashy,aqua,,Seize the day.,Starter,music-room wall,cowhide rug,Space K.K.,2,sloppy table (Aqua);sloppy stereo;sloppy bed (Aqua);flat-screen TV;sloppy sofa (Aqua);cactus;standing spotlight;sloppy chair (Aqua);coat hanger;washing machine;pop-up book;Space K.K.;blue certificate;air conditioner;,-,-,-,mental math,m0D,designer,m08,middle kid,m0A,,-,ジュン,Munchi,Munchi,Mathéo,Mathéo,Huschke,Scott,쭈니,-,どーせ,tecuén,tecuén,nanache,nanache,huschhusch,ardillà,어차피,1.0,013D,0179,squ17,Yes
Hazel,,,Squirrel,Big sister,Female,uni-wow,red warm-up suit,sunny parasol,August 30,iconic,ornate,orange,,Never say never!,Starter,modern wood wall,birch flooring,K.K. Disco,0,Papa bear (Blank);patchwork table (Pop color);patchwork dresser (Pop color);patchwork sofa (Pop color);minimalist table (Ivory);retro fridge;patchwork lamp (Pop color);cushion (Blank);CD player;hamster cage;corkboard (Footprint);,-,-,-,making budgets,f3A,dentist,f1C,eldest of 2 kids,f07,,-,アイリス,Anacarda,Anacarda,Pamela,Pamela,Nadine,Cigliola,아이리스,-,だもんね,castaña,castaña,tac tac,tac tac,kekeke,blink,알아알아,1.0,013E,017A,squ18,Yes
Cece,,,Squirrel,Peppy,Female,stay fresh,Callie shirt,gelato umbrella,May 28,sporty,cute,-,,Too heads are better than one!,RV invitation,Inkopolis wall,Inkopolis floor,Bubblegum K.K.,5,left Splatfest sign (Red - Team Fox );right Splatfest sign (Green - Team Raccoon);hi-fi stereo;Inkopolis chair (Callie's color);Inkopolis chair (Callie's color);Inkopolis table;Inkopolis table;jellyfish lamp;Inkopolis sign;,Bubblegum K.K.,Inkopolis wall;Inkopolis floor;Callie shirt;Callie fashion top;Callie pants;Callie tights;Callie shoes;Callie wig;Inkopolis sign;left Splatfest sign (Red - Team Fox);right Splatfest sign (Green - Team Raccoon);Inkopolis chair (Callie's color);Inkopolis table;Inkopolis chair (Callie's color),"Cece and her sister Viché are big fans of the Squid Sisters. Cece takes cosplaying her half of the duo so seriously, she only responds to the name Callie.",cosplay,c0E,stylist,c0E,youngest of 2 kids,f08,,-,なぎさ,Arduna,Arduna,Kala,Kala,A-Chan,Cecilia,나기사,-,よろしく,cosmar,cosmar,maréôte,maréôte,aioli,calacala,잘지내자,1.4,-,017B,squ19,Yes
Viché,,,Squirrel,Normal,Female,splatastic,Marie shirt,gelato umbrella,July 7,sporty,cute,-,,TWO heads are better than one!,RV invitation,Inkopolis wall,Inkopolis floor,Bubblegum K.K.,5,left Splatfest sign (Red - Team Fox );right Splatfest sign (Green - Team Raccoon);hi-fi stereo;Inkopolis chair (Callie's color);Inkopolis chair (Callie's color);Inkopolis table;Inkopolis table;jellyfish lamp;Inkopolis sign;,Bubblegum K.K.,Inkopolis wall;Inkopolis floor;Marie shirt;Marie dress;Marie tights;Marie shoes;Marie wig;Inkopolis sign;left Splatfest sign (Red - Team Fox);right Splatfest sign (Green - Team Raccoon);Inkopolis chair (Marie's color);Inkopolis table;Inkopolis chair (Marie's color),Viché and her sister love traveling to different  conventions to show off their latest cosplay—now featuring Marie of the Squid Sisters.,cosplay,c0F,illustrator,c0F,eldest of 2 kids,f07,,-,みさき,Ardelta,Ardelta,Mara,Mara,L-Pyon,Vicky,미사키,-,なんね,costina,costina,marébasse,marébasse,limone,maromaro,그거좋아,1.4,-,017C,squ20,Yes
Rolf,,,Tiger,Cranky,Male,grrrolf,bubble tee,blue dot parasol,August 22,iconic,ornate,yellow,,Don't skip lunch. Ever.,Starter,blue tarp,sandlot,Spring Blossoms,4,wave breaker;ringside table (Beige);boxing mat (Blue);sleeping bag;weight bench;sandbag;fish grill;drip pail;office locker;judge's bell;tape deck;wall fan;hospital TV;,-,-,-,doing handstands,m14,pro wrestler,m15,eldest of 5 kids,m14,,-,チョモラン,Albino,Albino,Ralf,Ralf,Boris,Rolf,호랭이,-,だガー,grooorf,grooorf,grrrufff,grrrufff,brüll,grrrolf,근데,1.0,013F,017D,tig00,No
Rowan,,,Tiger,Jock,Male,mango,aqua polka tee,bat umbrella,August 26,rock 'n' roll,flashy,yellow,,Refuse to lose.,Starter,exotic wall,bamboo flooring,K.K. Love Song,1,exotic bed (Brown - Gray);exotic chest (Brown);exotic table (Brown);pike;exotic screen (Brown);exotic lamp (White and orange);exotic chair (Brown - White);blue vase;fan palm;exotic wardrobe (Brown);bell cricket;hawthorn bonsai;exotic wall shelf (Brown);,-,-,-,waking up early,m15,basketball player,m13,middle triplet,m05,,-,ゴメス,Miguelón,Miguelón,Marito,Marito,Gisbert,Ernesto,고메스,-,まったく,turista,turista,banane,banane,mango,mango,내참,1.0,0140,017E,tig01,No
Tybalt,,,Tiger,Jock,Male,grrrRAH,two-ball tee,leopard umbrella,August 19,sporty,cute,green,,There's no excuse for half-baked potatoes.,Move-in,cabana wall,terra-cotta floor,K.K. Salsa,1,ball catcher (Plain brown ball);mountain bike (Green and yellow);tennis table;green net;wooden counter (Dark brown - Blue diamonds);air pump;unicycle (Red);kick scooter (Blue);casual display stand (Wood-and-white tile);casual display stand (Wood-and-white tile);cash tray (Silver);ball (Basketball);tennis racket (Red);life preserver (Blue);,K.K. Salsa,cabana wall;terra-cotta floor;unicycle (Red);kick scooter (Blue);green net;air pump;casual display stand (Wood-and-white tile);casual display stand (Wood-and-white tile);casual display stand (Wood-and-white tile);ball (Soccer ball);baseball set;tennis racket (Red),"Tybalt's just looking for a few friends to dominate at every sport. C'mon, guys...who's up for a little tennis, soccer, baseball, or mixed martial arts?",bunting,m39,soccer player,m11,fourth quintuplet,m1C,,-,ハリマオ,Teobaldo,Teobaldo,Jeff,Jeff,Arne,Ubaldo,티볼트,-,だトラ,bengala,bengala,grouaaah,grouaaah,grrrummel,grrrRAH,으르렁,1.4,-,017F,tig02,No
Bangle,,,Tiger,Peppy,Female,growf,pop bloom tee,leopard umbrella,August 27,ornate,basic,orange,,Don't blink or you'll miss it.,Starter,flower pop wall,citrus carpet,K.K. Soul,0,lovely bed (Lovely pink - Lovely pink);polka-dot table (Red and white - Red and white);crane game;simple love seat (Red);polka-dot dresser (Red and white - Red and white);marshmallow chair (Light beige);marshmallow chair (Light beige);bromeliaceae;karaoke system;flower table (Pink);Baby bear (Blank);Mama bear (Blank);lotus lamp (Pink);wall-mounted speaker;lovely wall clock (Lovely pink);,-,-,-,tongue twisters,f08,president,f29,second of 6 kids,f1F,,-,ルーズ,Felina,Felina,Bengale,Bengale,Tamara,Tigrizia,루주,-,なのぉー,mi vida,mi vida,ma souris,ma souris,schnurf,grouf,쪼옥쪽,1.0,0141,0180,tig03,No
Leonardo,,,Tiger,Jock,Male,flexin',three-ball tee,leopard umbrella,May 15,sporty,official,orange,,That's the way the energy bar crumbles.,Starter,garden wall,cowhide rug,K.K. Safari,3,mush table;cabana bed (Plain - White);retro stereo;simple love seat (Red);raven pole;frog-woman pole;conga drum;djimbe drum;fan palm;garden gnome (Red hat);wall fan;,-,-,-,playing catch,m33,soccer player,m11,fourth of 6 kids,m21,,-,ヒョウタ,Leocadio,Leocadio,Dolph,Dolph,Tim,Bengalo,범호,-,じゃが,macoque,macoque,rebelote,rebelote,krrrrrr,joggingrrr,어흥,1.0,0142,0181,tig04,No
